380	1	383
896	2	718
817	4	4
363	4	114
755	4	301
78	1	710
782	3	8
60	1	625
116	0	558
864	2	724
499	2	346
58	0	758
354	1	253
24	2	414
654	2	642
248	2	516
276	1	615
468	1	823
527	3	348
601	2	862
507	2	563
584	2	194
604	2	646
496	4	492
130	4	703
60	1	467
425	2	783
478	2	619
745	3	110
120	2	796
737	0	395
279	0	281
170	0	4
72	1	740
465	2	228
84	0	18
332	4	337
538	2	349
691	2	784
50	2	533
285	1	471
4	1	648
404	2	521
301	1	558
713	2	362
575	1	479
640	1	123
504	2	903
177	4	175
285	4	277
770	2	21
149	2	578
557	4	480
27	4	645
257	0	767
77	3	392
359	0	113
891	1	146
788	0	180
338	2	613
341	1	861
7	4	11
170	4	199
928	2	639
6	3	802
47	2	124
78	1	820
759	1	253
717	2	704
419	1	784
41	1	78
307	2	693
180	3	37
468	4	199
914	2	488
690	2	54
159	4	290
870	2	355
27	4	204
351	2	457
60	1	12
513	2	720
347	0	18
18	4	717
420	0	528
26	4	653
876	2	842
617	0	481
6	4	79
483	4	91
840	2	103
555	4	354
571	3	115
348	0	199
297	2	45
64	2	758
697	3	60
597	3	348
851	2	586
588	1	399
110	3	22
618	2	542
579	2	600
56	1	726
58	4	6
653	2	600
405	0	404
382	0	60
91	0	396
518	2	194
587	2	580
5	2	440
765	0	199
429	2	501
650	2	750
302	1	731
574	2	728
441	2	339
289	2	755
607	2	629
829	3	8
389	3	392
627	2	676
580	2	144
257	4	606
390	3	292
592	0	62
109	4	108
426	1	84
936	2	611
846	2	704
362	2	847
587	4	25
608	2	712
51	0	301
404	2	166
446	4	119
927	4	715
434	2	594
41	1	607
443	4	26
146	2	390
686	2	149
161	2	111
614	2	360
717	0	459
493	4	490
4	0	385
409	0	58
842	0	8
217	4	215
697	4	443
726	2	88
477	2	572
150	4	18
495	4	497
166	2	121
601	2	97
608	2	79
784	1	145
698	1	118
62	1	921
115	2	828
346	2	600
82	2	937
4	3	300
623	2	262
492	1	719
636	0	924
274	1	814
60	4	357
291	0	114
942	2	415
849	2	91
451	0	199
410	2	846
24	3	202
22	0	44
145	4	144
78	0	182
686	2	353
341	2	221
425	4	110
58	3	256
136	0	348
286	2	515
468	4	62
138	3	281
4	4	160
150	3	152
683	2	284
692	2	50
142	4	146
18	0	713
141	0	143
62	3	60
617	0	886
764	4	58
107	3	256
837	2	431
665	2	886
875	0	204
51	4	90
340	2	579
85	4	32
605	2	424
767	0	211
408	2	263
796	2	556
205	1	854
623	2	515
433	4	340
293	2	828
119	4	640
606	2	927
459	4	79
348	3	268
589	2	601
353	1	207
521	2	531
760	2	544
418	2	425
335	1	125
78	4	268
280	4	283
78	2	92
382	0	381
384	2	436
354	0	95
520	0	340
717	0	115
135	0	724
362	2	359
377	0	102
796	2	667
724	1	870
803	2	899
579	2	418
784	2	340
18	1	928
931	1	307
332	4	335
18	3	453
386	0	715
599	0	884
311	2	42
79	3	136
261	2	425
475	2	166
808	2	515
503	1	31
348	1	806
626	3	881
60	1	384
428	0	511
6	1	281
654	1	653
638	1	410
327	4	329
58	0	883
886	2	410
58	4	897
477	2	248
855	4	51
503	2	759
23	4	653
887	3	250
756	1	711
163	2	499
874	0	927
51	1	263
268	1	603
503	2	5
555	0	429
474	0	268
5	4	527
927	2	606
174	2	283
356	2	602
437	2	915
110	0	669
321	4	465
4	0	300
413	0	851
90	3	8
347	2	248
257	4	41
465	2	628
348	0	474
531	2	475
4	0	236
381	1	262
6	1	255
335	1	830
703	3	8
228	2	131
135	1	820
51	0	828
889	1	884
301	1	159
199	4	204
524	2	352
677	2	152
115	2	731
210	4	381
58	2	467
8	4	850
505	0	110
491	2	346
395	2	87
618	2	928
60	1	935
192	1	839
595	4	182
552	2	129
114	4	430
612	2	272
27	2	553
341	0	135
468	1	324
211	3	308
715	1	327
834	2	269
102	2	57
563	4	565
135	3	62
890	4	58
79	0	540
115	0	505
501	4	6
350	2	627
241	1	789
686	2	79
349	2	547
459	2	847
591	1	55
67	2	399
348	1	511
636	0	640
89	3	321
556	2	587
432	2	626
115	1	183
609	0	18
608	2	163
139	2	234
610	2	317
115	4	130
90	1	89
24	1	134
407	4	392
196	4	194
413	2	437
80	2	896
72	4	71
864	2	630
350	4	348
476	0	258
645	1	395
84	0	60
395	3	27
580	2	638
825	2	727
621	2	515
689	2	919
235	2	665
693	2	357
919	2	117
391	2	553
605	2	532
257	1	426
203	0	422
135	2	758
525	0	247
734	1	841
149	2	876
256	3	339
690	2	736
717	1	401
898	2	419
583	2	936
498	1	205
199	3	62
110	1	502
814	1	9
272	2	805
250	3	6
160	1	725
653	2	440
265	2	116
544	2	324
79	0	577
199	0	387
58	4	21
246	2	341
124	2	297
153	3	154
284	0	283
837	2	428
455	2	841
376	2	415
343	4	342
837	2	344
645	2	917
844	2	347
110	1	659
47	2	297
617	0	18
103	0	58
854	2	839
269	1	215
55	0	56
841	0	180
340	4	459
182	2	941
68	0	72
177	0	174
440	2	429
149	2	252
902	2	591
429	2	221
480	2	380
210	4	392
175	2	158
54	2	685
79	3	73
637	2	306
41	4	39
634	4	647
462	2	424
888	2	898
301	0	44
361	0	24
197	2	584
596	2	98
336	2	544
928	2	177
79	4	266
717	2	410
37	2	445
401	0	4
626	1	735
930	2	809
173	2	53
357	4	268
73	3	340
131	2	750
517	4	772
448	0	31
42	2	283
348	1	515
263	0	58
634	3	269
50	2	460
73	0	18
115	3	245
857	2	679
25	2	775
58	2	396
84	0	348
580	0	577
123	4	125
791	0	18
401	0	348
579	2	691
465	2	496
480	1	595
918	2	708
814	1	907
386	3	12
914	2	258
45	0	142
266	0	78
58	3	357
60	4	116
886	0	814
203	4	29
417	2	512
712	4	783
196	0	121
266	0	697
634	0	609
586	0	446
579	0	110
884	1	495
839	2	574
321	0	192
876	2	252
687	0	12
110	3	429
367	0	370
